OpenJDK 64-Bit Server VM (25.265-b11) for linux-amd64 JRE (Zulu 8.48.0.53-CA-linux64) (1.8.0_265-b11), built on Jul 28 2020 03:24:25 by "zulu_re" with gcc 4.4.7 20120313 (Red Hat 4.4.7-3)
2021-03-16T17:41:09.506+1030: 129.272: [GC (Allocation Failure) [PSYoungGen: 991712K->384K(1007616K)] 1019235K->27995K(3055616K), 0.0034259 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:41:16.899+1030: 136.666: [GC (Allocation Failure) [PSYoungGen: 991616K->416K(1007616K)] 1019227K->28051K(3055616K), 0.0037057 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:41:24.123+1030: 143.890: [GC (Allocation Failure) [PSYoungGen: 991648K->448K(1008128K)] 1019283K->28091K(3056128K), 0.0064336 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
2021-03-16T17:41:31.380+1030: 151.147: [GC (Allocation Failure) [PSYoungGen: 992192K->448K(1007616K)] 1019835K->28107K(3055616K), 0.0037736 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:41:38.452+1030: 158.218: [GC (Allocation Failure) [PSYoungGen: 992192K->416K(1009152K)] 1019851K->28083K(3057152K), 0.0048770 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:41:45.623+1030: 165.389: [GC (Allocation Failure) [PSYoungGen: 994208K->480K(1008640K)] 1021875K->28163K(3056640K), 0.0035930 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:41:52.919+1030: 172.685: [GC (Allocation Failure) [PSYoungGen: 994272K->765K(1010176K)] 1021955K->28512K(3058176K), 0.0039835 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:42:00.286+1030: 180.053: [GC (Allocation Failure) [PSYoungGen: 996605K->701K(1009664K)] 1024352K->28496K(3057664K), 0.0037500 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:42:07.166+1030: 186.932: [GC (Allocation Failure) [PSYoungGen: 996541K->701K(1011712K)] 1024336K->28504K(3059712K), 0.0051140 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:42:14.586+1030: 194.353: [GC (Allocation Failure) [PSYoungGen: 999613K->797K(1011200K)] 1027416K->28616K(3059200K), 0.0039263 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:42:21.939+1030: 201.706: [GC (Allocation Failure) [PSYoungGen: 999709K->797K(1012736K)] 1027528K->28640K(3060736K), 0.0035795 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:42:29.211+1030: 208.977: [GC (Allocation Failure) [PSYoungGen: 1001757K->768K(1012224K)] 1029600K->28683K(3060224K), 0.0058531 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
2021-03-16T17:42:36.397+1030: 216.164: [GC (Allocation Failure) [PSYoungGen: 1001728K->765K(1014272K)] 1029643K->28680K(3062272K), 0.0057439 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:42:43.775+1030: 223.542: [GC (Allocation Failure) [PSYoungGen: 1004285K->765K(1013248K)] 1032200K->28728K(3061248K), 0.0038041 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:42:51.146+1030: 230.912: [GC (Allocation Failure) [PSYoungGen: 1004285K->765K(1015296K)] 1032248K->28768K(3063296K), 0.0036417 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:42:58.533+1030: 238.300: [GC (Allocation Failure) [PSYoungGen: 1006845K->800K(1014784K)] 1034848K->28811K(3062784K), 0.0036319 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:43:05.730+1030: 245.497: [GC (Allocation Failure) [PSYoungGen: 1006880K->765K(1016320K)] 1034891K->28816K(3064320K), 0.0045481 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:43:13.033+1030: 252.800: [GC (Allocation Failure) [PSYoungGen: 1008893K->765K(1015808K)] 1036944K->28840K(3063808K), 0.0038282 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:43:20.455+1030: 260.222: [GC (Allocation Failure) [PSYoungGen: 1008893K->765K(1017344K)] 1036968K->28864K(3065344K), 0.0037626 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:43:27.422+1030: 267.189: [GC (Allocation Failure) [PSYoungGen: 1010941K->765K(1016832K)] 1039040K->28888K(3064832K), 0.0032970 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:43:34.389+1030: 274.156: [GC (Allocation Failure) [PSYoungGen: 1010941K->349K(1017856K)] 1039064K->28504K(3065856K), 0.0032003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:43:41.576+1030: 281.343: [GC (Allocation Failure) [PSYoungGen: 1011549K->352K(1017344K)] 1039704K->28523K(3065344K), 0.0034003 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:43:48.867+1030: 288.634: [GC (Allocation Failure) [PSYoungGen: 1011552K->384K(1018368K)] 1039723K->28555K(3066368K), 0.0063478 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:43:56.157+1030: 295.924: [GC (Allocation Failure) [PSYoungGen: 1013120K->384K(1018368K)] 1041291K->28555K(3066368K), 0.0033348 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:44:03.536+1030: 303.302: [GC (Allocation Failure) [PSYoungGen: 1013120K->413K(1018880K)] 1041291K->28592K(3066880K), 0.0038947 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:44:10.939+1030: 310.705: [GC (Allocation Failure) [PSYoungGen: 1014173K->448K(1018880K)] 1042352K->28627K(3066880K), 0.0035686 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:44:18.303+1030: 318.070: [GC (Allocation Failure) [PSYoungGen: 1014208K->480K(1019392K)] 1042387K->28659K(3067392K), 0.0041845 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:44:25.595+1030: 325.361: [GC (Allocation Failure) [PSYoungGen: 1015264K->544K(1019392K)] 1043443K->28723K(3067392K), 0.0034688 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:44:33.035+1030: 332.801: [GC (Allocation Failure) [PSYoungGen: 1015328K->576K(1019904K)] 1043507K->28755K(3067904K), 0.0044787 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:44:40.432+1030: 340.199: [GC (Allocation Failure) [PSYoungGen: 1016384K->605K(1019904K)] 1044563K->28784K(3067904K), 0.0039181 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:44:47.985+1030: 347.752: [GC (Allocation Failure) [PSYoungGen: 1016413K->669K(1020416K)] 1044592K->28848K(3068416K), 0.0051008 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:44:55.355+1030: 355.121: [GC (Allocation Failure) [PSYoungGen: 1017501K->704K(1020416K)] 1045680K->28883K(3068416K), 0.0037999 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:45:02.826+1030: 362.593: [GC (Allocation Failure) [PSYoungGen: 1017536K->704K(1020928K)] 1045715K->28883K(3068928K), 0.0034558 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:45:09.613+1030: 369.379: [GC (Allocation Failure) [PSYoungGen: 1018560K->704K(1020928K)] 1046739K->28883K(3068928K), 0.0049480 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:45:17.076+1030: 376.842: [GC (Allocation Failure) [PSYoungGen: 1018560K->352K(1021440K)] 1046739K->28531K(3069440K), 0.0051788 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:45:24.036+1030: 383.803: [GC (Allocation Failure) [PSYoungGen: 1019232K->320K(1021440K)] 1047411K->28507K(3069440K), 0.0044088 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:45:31.418+1030: 391.185: [GC (Allocation Failure) [PSYoungGen: 1019200K->350K(1021440K)] 1047387K->28537K(3069440K), 0.0044080 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:45:38.817+1030: 398.583: [GC (Allocation Failure) [PSYoungGen: 1019230K->382K(1021440K)] 1047417K->28569K(3069440K), 0.0037346 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:45:46.168+1030: 405.934: [GC (Allocation Failure) [PSYoungGen: 1019262K->414K(1021952K)] 1047449K->28601K(3069952K), 0.0037378 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:45:53.418+1030: 413.184: [GC (Allocation Failure) [PSYoungGen: 1019806K->446K(1021440K)] 1047993K->28633K(3069440K), 0.0040812 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:46:00.812+1030: 420.579: [GC (Allocation Failure) [PSYoungGen: 1019838K->510K(1021952K)] 1048025K->28697K(3069952K), 0.0039587 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:46:08.060+1030: 427.827: [GC (Allocation Failure) [PSYoungGen: 1020414K->512K(1021952K)] 1048601K->28699K(3069952K), 0.0036839 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:46:15.160+1030: 434.926: [GC (Allocation Failure) [PSYoungGen: 1020416K->480K(1021952K)] 1048603K->28667K(3069952K), 0.0034596 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:46:22.322+1030: 442.088: [GC (Allocation Failure) [PSYoungGen: 1020384K->512K(1021952K)] 1048571K->28699K(3069952K), 0.0039331 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:46:29.859+1030: 449.626: [GC (Allocation Failure) [PSYoungGen: 1020416K->510K(1022464K)] 1048603K->28697K(3070464K), 0.0051895 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:46:37.329+1030: 457.095: [GC (Allocation Failure) [PSYoungGen: 1021438K->576K(1022464K)] 1049625K->28763K(3070464K), 0.0056872 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2021-03-16T17:46:44.609+1030: 464.375: [GC (Allocation Failure) [PSYoungGen: 1021504K->574K(1022464K)] 1049691K->28761K(3070464K), 0.0032602 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:46:52.142+1030: 471.909: [GC (Allocation Failure) [PSYoungGen: 1021502K->672K(1022464K)] 1049689K->28859K(3070464K), 0.0039859 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:46:59.491+1030: 479.258: [GC (Allocation Failure) [PSYoungGen: 1021600K->736K(1022464K)] 1049787K->28923K(3070464K), 0.0039764 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:47:06.903+1030: 486.669: [GC (Allocation Failure) [PSYoungGen: 1021664K->318K(1022464K)] 1049851K->28506K(3070464K), 0.0034542 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:47:14.126+1030: 493.893: [GC (Allocation Failure) [PSYoungGen: 1021246K->350K(1022464K)] 1049434K->28538K(3070464K), 0.0043216 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:47:21.553+1030: 501.319: [GC (Allocation Failure) [PSYoungGen: 1021278K->414K(1022464K)] 1049466K->28602K(3070464K), 0.0034992 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:47:28.977+1030: 508.744: [GC (Allocation Failure) [PSYoungGen: 1021342K->414K(1022464K)] 1049530K->28602K(3070464K), 0.0047537 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:47:36.712+1030: 516.479: [GC (Allocation Failure) [PSYoungGen: 1021342K->478K(1022464K)] 1049530K->28666K(3070464K), 0.0035331 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:47:44.186+1030: 523.953: [GC (Allocation Failure) [PSYoungGen: 1021406K->510K(1022976K)] 1049594K->28698K(3070976K), 0.0038865 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:47:51.657+1030: 531.424: [GC (Allocation Failure) [PSYoungGen: 1021950K->542K(1022464K)] 1050138K->28730K(3070464K), 0.0033332 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:47:59.196+1030: 538.962: [GC (Allocation Failure) [PSYoungGen: 1021982K->542K(1022976K)] 1050170K->28730K(3070976K), 0.0042814 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:48:06.409+1030: 546.176: [GC (Allocation Failure) [PSYoungGen: 1022494K->574K(1022976K)] 1050682K->28762K(3070976K), 0.0054001 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
2021-03-16T17:48:13.452+1030: 553.218: [GC (Allocation Failure) [PSYoungGen: 1022526K->606K(1022976K)] 1050714K->28794K(3070976K), 0.0042466 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:48:20.809+1030: 560.575: [GC (Allocation Failure) [PSYoungGen: 1022558K->670K(1022976K)] 1050746K->28858K(3070976K), 0.0043976 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:48:28.174+1030: 567.940: [GC (Allocation Failure) [PSYoungGen: 1022622K->702K(1022976K)] 1050810K->28890K(3070976K), 0.0050103 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:48:35.646+1030: 575.413: [GC (Allocation Failure) [PSYoungGen: 1022654K->734K(1022976K)] 1050842K->28922K(3070976K), 0.0054342 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:48:43.175+1030: 582.941: [GC (Allocation Failure) [PSYoungGen: 1022686K->352K(1022976K)] 1050874K->28539K(3070976K), 0.0041557 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:48:50.606+1030: 590.373: [GC (Allocation Failure) [PSYoungGen: 1022304K->382K(1022976K)] 1050491K->28570K(3070976K), 0.0047483 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:48:58.058+1030: 597.824: [GC (Allocation Failure) [PSYoungGen: 1022334K->382K(1022976K)] 1050522K->28570K(3070976K), 0.0042533 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:49:05.234+1030: 605.001: [GC (Allocation Failure) [PSYoungGen: 1022334K->414K(1022976K)] 1050522K->28602K(3070976K), 0.0030208 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:49:12.635+1030: 612.401: [GC (Allocation Failure) [PSYoungGen: 1022366K->414K(1022976K)] 1050554K->28602K(3070976K), 0.0047914 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:49:20.172+1030: 619.939: [GC (Allocation Failure) [PSYoungGen: 1022366K->478K(1022976K)] 1050554K->28666K(3070976K), 0.0046664 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:49:27.587+1030: 627.354: [GC (Allocation Failure) [PSYoungGen: 1022430K->510K(1022976K)] 1050618K->28698K(3070976K), 0.0059215 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:49:35.148+1030: 634.915: [GC (Allocation Failure) [PSYoungGen: 1022462K->510K(1022976K)] 1050650K->28698K(3070976K), 0.0047164 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:49:42.373+1030: 642.139: [GC (Allocation Failure) [PSYoungGen: 1022462K->576K(1022976K)] 1050650K->28763K(3070976K), 0.0040962 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:49:49.574+1030: 649.341: [GC (Allocation Failure) [PSYoungGen: 1022528K->544K(1022976K)] 1050715K->28731K(3070976K), 0.0045738 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:49:57.002+1030: 656.768: [GC (Allocation Failure) [PSYoungGen: 1022496K->606K(1022976K)] 1050683K->28794K(3070976K), 0.0031345 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:50:04.378+1030: 664.144: [GC (Allocation Failure) [PSYoungGen: 1022558K->574K(1022976K)] 1050746K->28762K(3070976K), 0.0037629 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:50:11.698+1030: 671.465: [GC (Allocation Failure) [PSYoungGen: 1022526K->606K(1022976K)] 1050714K->28794K(3070976K), 0.0048576 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:50:19.269+1030: 679.036: [GC (Allocation Failure) [PSYoungGen: 1022558K->670K(1022976K)] 1050746K->28858K(3070976K), 0.0041270 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:50:26.913+1030: 686.680: [GC (Allocation Failure) [PSYoungGen: 1022622K->702K(1022976K)] 1050810K->28890K(3070976K), 0.0047566 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:50:34.456+1030: 694.223: [GC (Allocation Failure) [PSYoungGen: 1022654K->416K(1022976K)] 1050842K->28922K(3070976K), 0.0034822 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:50:41.968+1030: 701.735: [GC (Allocation Failure) [PSYoungGen: 1022368K->384K(1022976K)] 1050874K->28922K(3070976K), 0.0047022 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:50:49.610+1030: 709.376: [GC (Allocation Failure) [PSYoungGen: 1022336K->701K(1022976K)] 1050874K->29247K(3070976K), 0.0035913 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:50:56.913+1030: 716.679: [GC (Allocation Failure) [PSYoungGen: 1022653K->704K(1022976K)] 1051199K->29266K(3070976K), 0.0079765 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:51:04.315+1030: 724.081: [GC (Allocation Failure) [PSYoungGen: 1022656K->640K(1022976K)] 1051218K->29242K(3070976K), 0.0056882 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:51:11.748+1030: 731.514: [GC (Allocation Failure) [PSYoungGen: 1022592K->637K(1022976K)] 1051194K->29287K(3070976K), 0.0048907 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:51:18.864+1030: 738.630: [GC (Allocation Failure) [PSYoungGen: 1022589K->701K(1022976K)] 1051239K->29383K(3070976K), 0.0050987 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:51:26.209+1030: 745.975: [GC (GCLocker Initiated GC) [PSYoungGen: 1022653K->733K(1022976K)] 1051336K->29440K(3070976K), 0.0051916 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:51:33.724+1030: 753.490: [GC (Allocation Failure) [PSYoungGen: 1022685K->989K(1022976K)] 1051395K->29731K(3070976K), 0.0041397 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:51:41.160+1030: 760.927: [GC (Allocation Failure) [PSYoungGen: 1022941K->765K(1021952K)] 1051683K->29515K(3069952K), 0.0037363 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:51:48.546+1030: 768.312: [GC (Allocation Failure) [PSYoungGen: 1021693K->701K(1022464K)] 1050443K->29499K(3070464K), 0.0033237 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2021-03-16T17:51:55.947+1030: 775.713: [GC (Allocation Failure) [PSYoungGen: 1021629K->736K(1022976K)] 1050427K->29541K(3070976K), 0.0036057 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2021-03-16T17:52:03.522+1030: 783.288: [GC (Allocation Failure) [PSYoungGen: 1022688K->733K(1022976K)] 1051493K->29547K(3070976K), 0.0052479 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:52:10.993+1030: 790.760: [GC (Allocation Failure) [PSYoungGen: 1022685K->765K(1022976K)] 1051499K->29627K(3070976K), 0.0033796 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:52:18.460+1030: 798.226: [GC (Allocation Failure) [PSYoungGen: 1022717K->768K(1022976K)] 1051579K->29677K(3070976K), 0.0060617 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:52:25.709+1030: 805.475: [GC (Allocation Failure) [PSYoungGen: 1022720K->797K(1022976K)] 1051629K->29739K(3070976K), 0.0035586 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:52:33.190+1030: 812.956: [GC (Allocation Failure) [PSYoungGen: 1022749K->383K(1022464K)] 1051691K->29356K(3070464K), 0.0042221 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:52:40.726+1030: 820.493: [GC (Allocation Failure) [PSYoungGen: 1022335K->447K(1022464K)] 1051308K->29428K(3070464K), 0.0037267 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
2021-03-16T17:52:47.683+1030: 827.449: [GC (Allocation Failure) [PSYoungGen: 1021375K->415K(1022464K)] 1050356K->29396K(3070464K), 0.0028246 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:52:55.048+1030: 834.815: [GC (Allocation Failure) [PSYoungGen: 1021343K->479K(1022976K)] 1050324K->29460K(3070976K), 0.0031417 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-03-16T17:53:02.278+1030: 842.044: [GC (Allocation Failure) [PSYoungGen: 1021919K->511K(1022464K)] 1050900K->29492K(3070464K), 0.0022666 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2021-03-16T17:53:09.727+1030: 849.493: [GC (Allocation Failure) [PSYoungGen: 1021951K->543K(1022976K)] 1050932K->29524K(3070976K), 0.0019251 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
